I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
vrp-n13-c24-sI,13,24,6,4.83187,3,514.93643,570.76774,76818.62396,49403.86188
vrp-n10-c23-sI,10,23,4,6.7199,3,577.34878,623.67036,102048.71961,41184.52049
vrp-n10-c39-sI,10,39,5,10.01239,2,424.22904,454.3056,52106.36631,24835.34685
vrp-n13-c18-sI,13,18,6,4.71212,3,555.20894,693.52591,51223.67312,79834.27244
vrp-n20-c25-sI,20,25,10,7.17548,2,520.85391,593.83366,55671.71188,54044.25694
vrp-n13-c25-sI,13,25,7,6.4365,2,370.62134,686.16233,26778.7328,26939.41673
vrp-n8-c20-sI,8,20,4,4.94663,2,412.6517,570.09253,40346.14843,35461.55374
vrp-n7-c45-sI,7,45,5,15.51562,2,493.01163,525.82099,71728.25365,115448.5887
vrp-n17-c45-sI,17,45,10,11.89408,2,563.57888,597.56747,66552.52917,50366.23075
vrp-n27-c29-sI,27,29,13,8.5449,3,472.51956,808.57243,49451.7184,49046.48076
vrp-n9-c51-sI,9,51,6,19.43425,2,529.96582,613.12912,83044.53392,136861.25303
vrp-n7-c13-sI,7,13,3,2.42061,3,465.79095,482.88249,37815.8582,26999.09098
vrp-n9-c44-sI,9,44,6,15.22367,2,507.94108,416.3569,47438.07811,34632.05724
vrp-n18-c51-sI,18,51,9,15.42348,2,526.27085,610.26098,50198.72526,73482.63333
vrp-n28-c25-sI,28,25,15,7.86645,2,530.21469,451.26073,62647.05293,44940.91975
vrp-n7-c34-sI,7,34,4,10.5564,2,518.75081,456.38474,67271.44684,39401.73135
vrp-n5-c28-sI,5,28,3,5.73488,2,598.56256,810.03713,51765.42105,71980.83368
vrp-n14-c42-sI,14,42,6,12.83225,3,519.11619,611.70934,57474.27187,63947.682
vrp-n15-c49-sI,15,49,9,14.57189,2,497.40048,499.66686,61996.56513,34818.05908
vrp-n25-c50-sI,25,50,12,15.2364,3,523.40543,524.08773,59811.39052,61427.08107
vrp-n15-c31-sI,15,31,9,10.19727,2,563.90281,624.76469,66816.61477,71370.6746
vrp-n28-c42-sI,28,42,14,13.26928,2,553.93319,614.06488,73791.2042,44223.56978
vrp-n7-c39-sI,7,39,4,10.67049,2,393.4061,249.35627,43622.1347,23940.69803
vrp-n16-c29-sI,16,29,12,7.38089,2,559.20651,513.75335,66052.34196,46747.44581
vrp-n20-c29-sI,20,29,10,8.67399,2,570.21939,486.03411,64957.07087,30196.56174
vrp-n11-c39-sI,11,39,6,12.202,2,523.82884,426.67829,56245.44659,69586.98275
vrp-n13-c14-sI,13,14,7,3.86771,2,566.56243,428.63341,73459.0972,18359.25658
vrp-n19-c26-sI,19,26,10,8.37541,2,497.13481,579.88175,44430.17758,64564.87502
vrp-n16-c39-sI,16,39,9,11.5159,2,533.91574,528.8929,56202.83026,60753.27908
vrp-n14-c29-sI,14,29,6,7.46429,3,487.93159,352.77088,48043.34641,47124.53346
vrp-n15-c27-sI,15,27,7,6.39549,3,593.341,577.06723,64827.07846,53002.43147
vrp-n9-c24-sI,9,24,4,6.75944,3,493.27865,442.34842,39215.38807,49102.02802
vrp-n17-c32-sI,17,32,7,7.29388,3,540.58232,574.88876,62037.65369,61436.98704
vrp-n7-c50-sI,7,50,5,16.52082,2,593.02294,411.35831,51587.93823,4887.21244
vrp-n17-c16-sI,17,16,10,5.28946,2,530.49043,379.92393,59043.53057,28117.09214
vrp-n21-c42-sI,21,42,12,13.82894,2,527.19922,652.03787,55238.5584,52958.86662
vrp-n15-c14-sI,15,14,7,3.83599,3,423.68252,803.50903,40900.67497,39575.753
vrp-n11-c23-sI,11,23,7,7.4087,2,485.87974,618.68303,54304.22322,64251.98006
vrp-n6-c26-sI,6,26,4,9.52333,2,489.24353,534.77411,36911.77814,78597.37284
vrp-n15-c21-sI,15,21,7,6.4077,3,532.26527,507.79324,67928.16364,69148.25686
vrp-n11-c20-sI,11,20,6,6.1841,2,486.75033,576.54759,46638.12421,47476.7744
vrp-n2-c51-sI,2,51,1,11.61417,2,624.98251,497.10529,0.0,32913.15173
vrp-n14-c23-sI,14,23,6,5.62376,3,515.68708,504.36727,53061.34693,56115.03545
vrp-n5-c28-sI,5,28,3,9.33928,2,462.90658,386.54705,53252.6837,49691.49269
vrp-n8-c12-sI,8,12,6,3.70518,2,446.0712,369.71583,34822.77097,35266.99036
vrp-n14-c46-sI,14,46,7,11.13433,2,447.94343,335.99639,42223.46501,35377.34821
vrp-n18-c49-sI,18,49,9,14.19375,2,511.45296,549.29224,60206.62699,40559.53221
vrp-n14-c45-sI,14,45,9,14.02474,2,524.96444,743.25945,54668.79468,49456.21286
vrp-n9-c21-sI,9,21,6,5.72713,2,493.20533,739.22628,55293.41606,35781.35953
vrp-n9-c25-sI,9,25,6,7.87147,2,547.73109,571.94798,52550.69866,31778.7932
vrp-n23-c47-sI,23,47,14,14.62393,2,539.67083,396.88223,61751.84836,21196.37505
vrp-n11-c24-sI,11,24,5,5.42307,3,428.1014,352.70816,35257.32676,41459.99306
vrp-n20-c47-sI,20,47,10,13.33299,2,558.36625,475.78967,61550.97826,58084.29006
vrp-n7-c42-sI,7,42,5,10.48809,2,609.17743,618.69317,75379.25595,91616.28336
vrp-n21-c29-sI,21,29,11,9.53343,2,509.22666,445.93984,56021.21058,39845.66577
vrp-n25-c38-sI,25,38,14,10.45758,2,514.72993,558.21191,57698.87597,70072.09379
vrp-n15-c17-sI,15,17,8,5.07098,2,471.44024,390.36685,46976.82334,23243.87581
vrp-n23-c49-sI,23,49,11,14.25633,3,525.37341,590.6774,58214.2131,68047.13794
vrp-n18-c37-sI,18,37,10,10.50603,2,523.3846,694.05832,58580.42314,84940.15441
vrp-n8-c15-sI,8,15,5,4.54878,2,467.4955,376.65297,49525.53803,46294.32593
vrp-n28-c22-sI,28,22,16,5.83381,2,520.31382,572.56703,58611.28391,57484.60733
vrp-n26-c40-sI,26,40,14,11.64719,2,543.74166,587.19718,65275.27226,46203.80051
vrp-n26-c46-sI,26,46,13,11.86908,2,496.50134,408.66842,50171.51195,35166.37058
vrp-n14-c12-sI,14,12,7,3.2,2,477.28641,684.41077,50183.71333,51607.30309
vrp-n22-c32-sI,22,32,10,9.32322,3,603.12434,483.11405,72066.13248,46672.47128
vrp-n25-c41-sI,25,41,13,12.77942,2,517.21148,665.0926,63905.92177,41846.31474
vrp-n25-c33-sI,25,33,12,9.67344,3,513.16599,710.00339,67712.97559,46510.63284
vrp-n19-c48-sI,19,48,10,14.96087,2,519.90853,508.43723,67418.05059,64928.31419
vrp-n17-c33-sI,17,33,7,9.60902,3,469.64584,460.56672,67033.64416,12158.33682
vrp-n16-c19-sI,16,19,8,4.94118,2,491.58245,538.72238,59100.57577,76461.83795
vrp-n17-c44-sI,17,44,8,12.15639,3,490.87322,587.11954,49044.04273,42926.85036
vrp-n5-c46-sI,5,46,3,17.29804,2,716.03159,693.17065,55318.90957,58522.19503
vrp-n2-c44-sI,2,44,2,15.8605,1,613.08834,446.44538,0.0,57759.52617
vrp-n5-c49-sI,5,49,3,14.54495,2,444.2915,548.10944,31733.73271,38250.91834
vrp-n2-c36-sI,2,36,2,14.33721,1,592.09729,426.05643,0.0,33298.71826
vrp-n26-c49-sI,26,49,13,13.97008,2,487.87427,763.74586,51903.32078,80551.89165
vrp-n21-c35-sI,21,35,10,11.21097,3,613.02464,571.93691,82644.57918,55583.9938
vrp-n7-c23-sI,7,23,4,6.85565,2,535.50763,474.81048,71611.52232,85455.21589
vrp-n28-c14-sI,28,14,14,3.47815,2,532.02051,406.57258,67526.0415,21472.80854
vrp-n4-c27-sI,4,27,2,6.73498,2,425.08004,532.52438,31481.74721,36869.82358
vrp-n3-c38-sI,3,38,1,6.04152,3,696.97662,471.82925,43355.28893,33769.982
vrp-n15-c24-sI,15,24,7,7.15209,3,573.40852,467.30182,64403.12793,15654.21649
vrp-n10-c28-sI,10,28,4,9.09818,3,484.34117,387.7759,39997.58348,44355.39933
vrp-n16-c43-sI,16,43,7,13.65922,3,509.35872,403.75827,62204.39463,31591.2605
vrp-n14-c44-sI,14,44,8,15.27729,2,545.58988,532.46085,63631.49339,79732.64082
vrp-n9-c29-sI,9,29,6,8.85494,2,566.12095,466.33467,72073.14334,57861.1894
vrp-n22-c29-sI,22,29,13,8.38556,2,536.28052,387.30667,69178.90551,35534.61199
vrp-n24-c27-sI,24,27,12,7.34259,2,524.70422,550.96488,56942.95861,64737.32655
vrp-n15-c38-sI,15,38,8,10.0419,2,502.31111,606.75042,74500.8122,44365.31695
vrp-n24-c26-sI,24,26,12,6.71309,2,530.16435,418.36742,55983.81001,22139.32636
vrp-n22-c24-sI,22,24,11,5.61021,2,554.28254,569.64788,71054.7295,51369.96616
vrp-n8-c41-sI,8,41,5,15.12499,2,606.24328,626.07498,58767.41845,74293.97965
vrp-n20-c14-sI,20,14,11,3.63343,2,531.11363,392.02385,55784.03666,33967.65557
vrp-n13-c25-sI,13,25,6,7.63852,3,461.23705,595.20068,59993.39061,68042.4622
vrp-n10-c30-sI,10,30,5,8.53965,2,509.65833,461.63969,61956.51667,90547.82479
vrp-n28-c31-sI,28,31,16,9.72475,2,528.81793,727.62022,57471.12723,63466.77512
vrp-n9-c33-sI,9,33,7,9.89192,2,572.00688,425.48828,51353.13495,20240.64281
vrp-n16-c17-sI,16,17,8,4.86567,2,541.02536,468.99525,60645.62234,58827.57587
vrp-n12-c45-sI,12,45,7,12.30288,2,526.54991,567.202,60015.37298,53219.86714
vrp-n9-c18-sI,9,18,5,5.0448,2,417.5322,369.77367,34731.40222,52594.50199
vrp-n6-c12-sI,6,12,4,3.69224,2,517.09949,452.32881,75786.48107,16031.66799
vrp-n2-c43-sI,2,43,2,18.54724,1,303.34142,590.38611,0.0,22718.66101
vrp-n28-c44-sI,28,44,17,11.27507,2,553.0727,678.10846,64938.05432,75882.82311
vrp-n18-c32-sI,18,32,10,10.30719,2,541.35733,416.98913,58331.37388,23892.00433
vrp-n23-c13-sI,23,13,13,3.13996,2,622.90319,460.85144,78141.22823,33952.35477
vrp-n8-c33-sI,8,33,5,8.79113,2,494.3325,369.95982,55594.6411,31006.69901
vrp-n20-c51-sI,20,51,9,16.39147,3,487.25002,527.22079,49930.34732,42480.62145
vrp-n3-c19-sI,3,19,1,2.06155,3,628.17932,403.76444,42446.81405,3873.46313
vrp-n19-c49-sI,19,49,9,13.59963,3,545.31983,553.60335,67189.7963,95406.25905
vrp-n17-c20-sI,17,20,9,5.77804,2,545.96915,503.39744,65735.18667,75396.23522
vrp-n29-c48-sI,29,48,17,13.7267,2,514.80163,650.10794,56837.7085,78986.2741
vrp-n12-c25-sI,12,25,9,6.57681,2,561.29458,568.76126,58888.75356,59825.61607
vrp-n22-c17-sI,22,17,11,5.35118,2,416.44413,359.42257,50753.05033,28727.62062
vrp-n29-c38-sI,29,38,15,10.99192,2,509.92737,644.28874,54802.67648,77075.83746
vrp-n11-c12-sI,11,12,7,3.34477,2,532.52866,576.40549,54576.36564,46243.04798
vrp-n8-c43-sI,8,43,4,11.69045,2,480.60414,570.66644,81401.74282,81020.98597
vrp-n6-c35-sI,6,35,4,11.25584,2,529.04529,508.55448,40456.94688,62305.06958
vrp-n17-c24-sI,17,24,8,7.18129,3,484.99495,457.9895,62189.17433,62631.49095
vrp-n29-c20-sI,29,20,12,4.91087,3,476.35874,531.60711,50625.78565,64955.57504
vrp-n29-c16-sI,29,16,16,4.07826,2,540.98412,578.8251,60592.02692,83812.0802
vrp-n11-c32-sI,11,32,6,8.69866,2,533.33419,427.20184,70459.42682,42931.54744
vrp-n2-c25-sI,2,25,2,8.60233,1,567.43448,589.07281,0.0,59990.82398
vrp-n27-c14-sI,27,14,14,3.11923,2,533.52274,566.31115,58843.60039,50161.33709
vrp-n27-c15-sI,27,15,12,3.65108,3,548.73093,592.59802,65955.41073,49812.96526
vrp-n18-c47-sI,18,47,9,12.91459,2,558.87399,498.5142,91345.55901,69766.00221
vrp-n24-c17-sI,24,17,12,4.96774,2,517.5708,410.74204,55473.61749,27930.30655
vrp-n25-c26-sI,25,26,13,7.60917,2,510.53783,400.10452,56670.06825,21884.0073
vrp-n25-c44-sI,25,44,12,14.71087,3,507.42587,470.38787,58690.38372,67446.84814
vrp-n21-c48-sI,21,48,10,15.4653,3,495.27884,682.1022,51394.81466,65046.30239
vrp-n20-c36-sI,20,36,9,10.26939,3,508.5128,472.54383,57859.97927,42774.36608
vrp-n9-c41-sI,9,41,4,12.13425,3,514.35322,676.73895,55604.29393,92877.20133
vrp-n14-c42-sI,14,42,7,10.2298,2,687.90423,701.06965,103217.90542,151324.62042
vrp-n15-c44-sI,15,44,8,10.78754,2,532.86456,432.87964,63339.42868,36058.99964
vrp-n15-c22-sI,15,22,9,6.34306,2,560.63897,541.4093,60131.01406,68063.66092
vrp-n14-c41-sI,14,41,8,15.23096,2,480.57075,461.61588,48676.06658,42093.49431
vrp-n25-c47-sI,25,47,10,15.4248,3,511.33762,431.68536,54768.89266,38129.25746
vrp-n27-c38-sI,27,38,14,11.82073,2,486.07226,541.41916,52038.28187,46343.76466
vrp-n3-c26-sI,3,26,3,9.70502,1,842.86526,580.12718,78680.21238,13535.87431
vrp-n25-c20-sI,25,20,12,4.55034,3,555.42817,549.20409,71276.28145,87592.33732
vrp-n4-c27-sI,4,27,3,8.4,2,634.31348,514.0315,67983.86075,109791.96363
vrp-n7-c34-sI,7,34,4,10.3554,2,441.76777,459.15534,56630.67513,19194.82412
vrp-n18-c39-sI,18,39,9,10.33055,2,458.68064,551.63516,51553.16852,42928.39609
vrp-n26-c45-sI,26,45,15,13.17217,2,523.69602,481.32773,58585.17078,46778.04516
vrp-n18-c26-sI,18,26,9,6.58926,2,563.75002,694.20441,80140.27416,51548.12894
vrp-n20-c36-sI,20,36,9,10.36281,3,558.04523,410.17941,58747.43379,29096.61458
vrp-n13-c34-sI,13,34,6,9.16988,3,483.9855,529.43938,42918.18381,63706.34052
vrp-n21-c20-sI,21,20,11,4.95121,2,607.52141,557.98649,73222.06399,87128.55139
vrp-n10-c41-sI,10,41,7,12.0892,2,580.06649,653.49638,60751.11331,50124.31364
vrp-n25-c32-sI,25,32,13,8.93534,2,508.43759,429.55156,62567.65363,61870.73848
vrp-n28-c26-sI,28,26,16,6.95851,2,529.22344,771.2427,60534.32548,75947.77642
vrp-n10-c40-sI,10,40,7,11.64914,2,517.11803,400.36938,61390.34945,30828.39528
vrp-n2-c18-sI,2,18,1,1.69967,2,602.60067,676.69673,0.0,86597.52312
vrp-n16-c29-sI,16,29,11,7.3762,2,498.91678,462.19086,55515.06282,72338.83158
vrp-n18-c15-sI,18,15,11,3.6487,2,594.64655,469.7759,72656.6418,74795.99506
vrp-n18-c45-sI,18,45,12,11.31004,2,480.17053,562.64992,47726.51944,59914.87667
vrp-n5-c29-sI,5,29,4,9.79371,2,695.40289,601.90933,55465.90698,75876.63913
vrp-n19-c16-sI,19,16,9,4.14095,3,469.22795,372.60037,46551.87333,19530.15198
vrp-n4-c49-sI,4,49,3,13.10572,2,646.99559,636.19372,41564.60431,53964.14449
vrp-n24-c44-sI,24,44,13,15.0808,2,485.99253,621.80653,55844.67897,55613.68327
vrp-n23-c29-sI,23,29,13,7.80747,2,450.30627,494.67373,45483.17336,45453.51768
vrp-n23-c43-sI,23,43,12,11.40107,2,564.02477,551.55516,78477.52599,35688.87034
vrp-n9-c24-sI,9,24,6,8.72067,2,478.52218,353.34555,56282.62212,22765.79135
vrp-n5-c13-sI,5,13,3,3.90512,2,584.06765,499.06521,67129.14632,64674.05912
vrp-n11-c41-sI,11,41,7,12.11977,2,572.83847,446.78014,77470.76254,48882.30005
vrp-n2-c16-sI,2,16,1,3.68179,2,282.52351,476.71116,0.0,436.61333
vrp-n9-c34-sI,9,34,5,12.09959,2,542.44386,364.09064,69799.2577,49485.97108
vrp-n29-c23-sI,29,23,15,6.75154,2,477.20358,586.24998,50028.03099,73147.00369
vrp-n15-c14-sI,15,14,8,4.29707,2,495.14596,698.4186,46922.80718,59379.0162
vrp-n16-c32-sI,16,32,10,9.07561,2,627.78567,523.31462,84942.40445,52696.09954
vrp-n13-c12-sI,13,12,7,3.41665,2,530.56851,441.68466,53658.1716,36072.30365
vrp-n8-c26-sI,8,26,4,8.42981,2,556.54446,713.34499,50766.26783,88795.90477
vrp-n23-c49-sI,23,49,12,17.14461,2,549.8815,417.96311,68829.62136,13099.83777
vrp-n2-c23-sI,2,23,2,8.21922,1,382.56972,602.94523,0.0,3972.53184
vrp-n18-c30-sI,18,30,9,8.48887,2,442.7611,458.39584,35926.68141,34936.44224
vrp-n29-c12-sI,29,12,14,3.58469,3,514.92101,368.37751,58245.36742,21540.01553
vrp-n19-c48-sI,19,48,11,15.48031,2,474.47056,550.10475,52858.97396,76124.34387
vrp-n29-c13-sI,29,13,15,3.8397,2,517.89784,533.89324,66995.74533,39127.148
vrp-n28-c28-sI,28,28,12,7.60046,3,580.04809,608.2834,69453.19397,86641.40698
vrp-n27-c51-sI,27,51,15,15.782,2,493.30951,541.69621,52643.14393,76872.52562
vrp-n7-c40-sI,7,40,3,11.51561,3,566.57938,395.97605,80859.75975,28070.68949
vrp-n12-c29-sI,12,29,5,6.75348,3,470.82986,443.77653,50436.41623,49131.98495
vrp-n14-c18-sI,14,18,6,4.63321,3,516.63277,376.57633,53803.6858,21806.4508
vrp-n20-c40-sI,20,40,10,11.118,2,485.84111,544.9064,61197.81691,39370.97382
vrp-n13-c38-sI,13,38,6,10.83268,3,570.2228,553.82596,58500.62679,63912.60689
vrp-n25-c12-sI,25,12,13,3.29896,2,546.96913,684.84803,75679.3853,56647.90918
vrp-n13-c35-sI,13,35,8,8.78194,2,512.70861,367.0133,56619.21002,27885.55686
vrp-n11-c32-sI,11,32,7,11.05542,2,646.62564,534.5229,70894.71635,90500.65992
vrp-n26-c32-sI,26,32,15,8.73635,2,518.00971,575.04417,52632.20224,62411.49072
vrp-n3-c43-sI,3,43,2,10.25914,2,743.34935,721.31273,75943.96245,196148.66074
vrp-n10-c43-sI,10,43,4,14.60669,3,545.97422,469.97359,50248.79621,51827.69685
vrp-n10-c29-sI,10,29,6,8.68455,2,575.80206,478.71315,58320.35171,85303.65441
vrp-n13-c41-sI,13,41,7,12.44765,2,472.89976,773.01837,52984.3423,65774.25679
vrp-n19-c28-sI,19,28,10,8.14494,2,441.57585,606.53413,50040.08407,31344.2119
vrp-n2-c25-sI,2,25,2,8.37987,1,480.67547,750.03025,0.0,4310.66154
vrp-n18-c44-sI,18,44,10,13.95581,2,536.5002,498.14178,57906.51085,62746.14116
vrp-n18-c38-sI,18,38,10,12.31624,2,554.53621,487.26642,80074.12119,33963.98847
vrp-n10-c40-sI,10,40,6,10.88254,2,514.01359,497.47943,52652.91312,81732.93574
vrp-n26-c16-sI,26,16,14,4.52428,2,580.53121,638.01917,68836.60562,58591.19723
vrp-n15-c50-sI,15,50,8,13.38828,2,489.10342,462.95029,45698.13111,52011.12604
vrp-n14-c41-sI,14,41,9,11.73523,2,570.41083,466.69951,60937.92831,54705.53199
vrp-n13-c47-sI,13,47,8,15.32255,2,558.33908,545.05934,56921.92583,64372.41273
vrp-n3-c38-sI,3,38,2,9.80752,2,705.71709,481.05754,78899.46213,8171.09357
vrp-n15-c36-sI,15,36,7,10.64171,3,569.11878,405.62354,68117.77542,23317.17256
vrp-n23-c19-sI,23,19,13,5.9436,2,515.0757,609.48945,56052.39662,40830.11223
vrp-n5-c18-sI,5,18,2,5.99073,3,448.99905,696.0707,57504.56791,30515.91397
vrp-n16-c19-sI,16,19,9,5.00864,2,425.92331,542.55529,39800.78553,46890.17198
vrp-n3-c36-sI,3,36,2,8.92679,2,455.16802,275.56231,40876.37341,7604.1837
vrp-n3-c37-sI,3,37,2,16.28458,2,820.30567,503.31103,60005.17961,62949.15186
vrp-n17-c27-sI,17,27,9,7.30149,2,504.18792,740.80636,62329.70669,51653.02274
vrp-n9-c32-sI,9,32,4,9.41063,3,554.1397,532.70814,54891.59377,50842.35606
vrp-n28-c12-sI,28,12,12,2.84853,3,488.38624,420.46232,56570.05912,43856.38942
vrp-n16-c24-sI,16,24,11,7.39026,2,491.14199,656.67174,49841.77261,57206.54924
vrp-n5-c43-sI,5,43,3,13.58614,2,409.27149,477.56368,25799.15114,36808.1978
vrp-n19-c45-sI,19,45,9,11.69818,3,420.65222,335.02148,42457.99883,45136.86313
vrp-n4-c16-sI,4,16,2,4.89898,2,507.26504,802.99519,56683.18555,14993.89218
vrp-n10-c16-sI,10,16,6,4.45362,2,518.06126,577.85182,53992.91116,71127.26211
vrp-n28-c40-sI,28,40,13,9.85628,3,493.44571,446.92336,58479.81646,43738.24624
vrp-n26-c40-sI,26,40,11,10.26253,3,533.34758,567.24553,59468.54116,51267.84355
vrp-n8-c39-sI,8,39,4,10.52803,2,565.81338,449.9937,77280.48333,21736.72797
vrp-n17-c31-sI,17,31,9,9.40186,2,465.20474,486.7504,59025.38287,32536.4665
vrp-n14-c45-sI,14,45,8,13.97363,2,510.99021,592.13169,62380.22573,31779.20748
vrp-n22-c47-sI,22,47,10,12.18509,3,539.92403,514.21571,56686.46989,54064.96965
vrp-n12-c24-sI,12,24,7,7.0038,2,585.76505,533.19767,85919.40567,77377.87981
vrp-n5-c24-sI,5,24,4,7.65216,2,373.9581,732.35283,17692.36335,13611.09655
vrp-n18-c50-sI,18,50,11,14.83445,2,514.50626,485.65471,61238.77974,41234.07903
vrp-n25-c36-sI,25,36,13,10.71725,2,424.96264,355.45523,42481.14573,29551.32279
vrp-n8-c15-sI,8,15,3,4.52155,3,500.15636,511.22051,59597.61275,34917.3305
vrp-n29-c33-sI,29,33,14,9.67586,3,564.30327,466.79562,66672.75992,36020.50846
vrp-n9-c37-sI,9,37,5,8.03057,2,543.20101,577.63659,60033.28435,23975.96965
vrp-n2-c29-sI,2,29,2,11.77568,1,673.42601,621.10277,0.0,3219.85867
vrp-n9-c27-sI,9,27,6,8.23954,2,541.83455,401.92886,47246.89628,37664.10757
vrp-n6-c23-sI,6,23,2,4.12063,3,490.31587,409.95715,51371.78337,21625.24949
vrp-n23-c25-sI,23,25,11,7.52115,3,551.32243,489.6369,65138.13478,45380.39337
vrp-n28-c18-sI,28,18,16,4.60057,2,526.6688,574.38493,61350.14541,49896.13265
vrp-n4-c49-sI,4,49,2,13.76081,2,602.86779,486.74527,57830.79449,64775.78728
vrp-n12-c29-sI,12,29,9,9.18901,2,529.79463,511.42599,50046.96121,51877.6256
vrp-n24-c12-sI,24,12,11,2.94591,3,545.19911,559.43254,64265.44934,70160.59696
vrp-n23-c15-sI,23,15,12,4.28093,2,509.80501,615.81841,47623.49557,71973.12614
vrp-n16-c45-sI,16,45,10,14.83543,2,531.00447,535.43872,56376.9761,71224.25277
vrp-n8-c20-sI,8,20,5,5.05036,2,601.85203,661.52633,56069.33338,48505.89608
vrp-n13-c38-sI,13,38,7,8.9137,2,485.94931,407.87935,50487.41873,67378.84046
vrp-n4-c39-sI,4,39,3,11.74053,2,541.15008,370.88113,20663.5101,2798.90419
vrp-n7-c48-sI,7,48,4,12.17002,2,519.53312,626.85682,52782.59456,72235.95618
vrp-n20-c51-sI,20,51,9,14.86416,3,451.1891,636.61008,39122.32949,40595.72966
vrp-n25-c41-sI,25,41,14,12.56068,2,480.55157,365.56501,48867.01376,26179.70776
vrp-n27-c26-sI,27,26,12,6.15116,3,481.89622,589.59193,53959.56536,45171.17022
vrp-n15-c41-sI,15,41,7,12.17178,3,542.56601,552.40093,55560.7138,69755.23982
vrp-n17-c12-sI,17,12,9,3.21455,2,445.87858,617.40733,61048.03767,26074.44104
vrp-n5-c32-sI,5,32,3,7.28964,2,446.13211,804.0144,41644.21767,32290.45542
vrp-n11-c40-sI,11,40,5,13.54212,3,531.51501,536.66806,55551.83906,75466.16183
vrp-n20-c27-sI,20,27,10,7.65942,2,534.3514,472.12434,64993.53706,32064.72692
vrp-n3-c13-sI,3,13,3,4.89898,1,567.58992,837.7732,48368.6135,9643.29151
vrp-n8-c33-sI,8,33,4,6.57342,2,512.78249,585.67797,37855.95684,42559.08696
vrp-n3-c49-sI,3,49,2,10.86278,2,189.61648,736.56476,11406.77799,12752.02633
vrp-n28-c51-sI,28,51,15,12.37936,2,560.78339,436.5945,68831.36874,59114.82433
vrp-n8-c28-sI,8,28,6,9.57749,2,497.73775,378.34039,68524.76562,89653.49966
vrp-n21-c32-sI,21,32,10,8.39187,3,519.85641,506.09696,69129.16766,27053.03822
vrp-n27-c34-sI,27,34,12,9.7632,3,513.47027,644.03089,58178.0953,59377.61603
vrp-n25-c33-sI,25,33,14,10.31264,2,566.81016,512.73622,69607.02617,68541.25551
vrp-n20-c50-sI,20,50,9,13.10208,3,437.79441,463.4647,51425.65953,39388.42755
vrp-n25-c33-sI,25,33,14,10.29771,2,480.4942,511.76188,49462.83536,41129.14932
vrp-n7-c49-sI,7,49,4,16.93692,2,530.25637,671.29593,49505.55417,95301.95948
vrp-n8-c29-sI,8,29,3,6.36154,3,552.93622,545.44812,62137.76229,70117.09952
vrp-n25-c50-sI,25,50,13,13.54567,2,569.77996,505.86925,66334.04753,45668.39211
vrp-n18-c18-sI,18,18,9,5.31709,2,523.03881,559.51381,62474.19732,46859.40311
vrp-n18-c39-sI,18,39,8,10.69704,3,546.50497,720.93728,57042.12865,67227.5189
vrp-n5-c50-sI,5,50,3,12.69733,2,440.13802,490.30495,35786.44252,81089.00827
vrp-n23-c22-sI,23,22,12,6.41125,2,555.24365,550.20483,64685.07324,69860.8538
vrp-n17-c47-sI,17,47,10,14.13908,2,504.4354,604.55355,52260.09793,43656.23086
vrp-n24-c44-sI,24,44,13,12.77498,2,529.60401,475.11073,63002.87545,72921.6142
vrp-n13-c14-sI,13,14,5,3.75051,3,499.18484,696.91765,42698.89692,55525.20418
vrp-n10-c46-sI,10,46,5,10.9469,2,547.16576,483.11483,60506.71882,62971.37403
vrp-n18-c48-sI,18,48,9,13.868,2,548.10256,460.85409,67275.79033,35873.57836
vrp-n21-c28-sI,21,28,15,7.30745,2,542.48921,605.07082,64059.29491,43302.12845
vrp-n8-c32-sI,8,32,4,6.72383,2,616.24358,419.93486,75342.95784,30879.44121
vrp-n25-c40-sI,25,40,12,11.68092,3,491.56772,556.36845,61400.6499,68197.02937
vrp-n19-c14-sI,19,14,11,4.15211,2,516.70422,697.01337,55572.6696,62266.54822
vrp-n21-c49-sI,21,49,11,12.39835,2,514.2162,380.40666,81661.47731,29994.27648
vrp-n18-c44-sI,18,44,10,12.18714,2,481.03084,470.37569,52726.33734,38686.72998
vrp-n3-c16-sI,3,16,1,3.11247,3,551.67567,632.66519,7397.74625,32795.34066
vrp-n16-c34-sI,16,34,7,9.81913,3,577.59374,615.29549,65662.56485,65409.61851
vrp-n8-c14-sI,8,14,4,4.41658,2,605.38083,503.38854,73980.49454,71834.39129
vrp-n25-c48-sI,25,48,11,10.58391,3,508.01384,609.24811,55575.10365,59043.78446
vrp-n7-c23-sI,7,23,3,6.99553,3,469.9874,344.41414,33071.59279,31097.62041
vrp-n7-c20-sI,7,20,3,5.01093,3,375.02192,534.54182,30865.93904,30798.82425
vrp-n27-c24-sI,27,24,13,6.92111,3,512.32425,508.50649,55043.56081,40102.02043
vrp-n22-c32-sI,22,32,10,10.68787,3,483.67956,607.51745,57022.57344,66878.38677
vrp-n18-c15-sI,18,15,10,4.45227,2,489.23543,407.55594,55598.29637,45132.68205
vrp-n3-c24-sI,3,24,2,8.69986,2,335.19148,593.39647,3583.53302,23119.35014
vrp-n6-c24-sI,6,24,4,7.14,2,504.55268,371.65863,27456.93098,14138.37777
vrp-n15-c13-sI,15,13,8,3.45507,2,571.52832,622.23097,59529.59057,85942.68599
