I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
vrp-n32-c65-s1,32,65,15,21.09148,3,516.19615,557.19191,58690.65597,50472.3226
vrp-n18-c69-s1,18,69,8,17.27294,3,433.14194,480.35951,41047.31838,46680.22378
vrp-n13-c53-s1,13,53,8,15.36163,2,513.29707,497.03347,72261.78552,40570.91394
vrp-n21-c71-s1,21,71,9,19.82532,3,603.88866,642.06125,71165.23566,63343.89417
vrp-n47-c36-s1,47,36,24,9.42726,2,536.68472,485.38896,63053.52142,54560.79839
vrp-n23-c75-s1,23,75,14,22.68933,2,464.18796,417.01384,52393.42546,53994.23485
vrp-n19-c61-s1,19,61,9,20.27036,3,531.27715,378.95796,67291.02543,37459.83925
vrp-n38-c71-s1,38,71,21,20.33758,2,564.0492,628.9951,67027.30405,89479.92215
vrp-n23-c73-s1,23,73,11,19.60796,3,460.79515,546.67131,50365.69047,63669.76941
vrp-n34-c42-s1,34,42,15,10.97106,3,555.90204,470.93426,63887.94885,43708.15569
vrp-n17-c21-s1,17,21,11,5.77885,2,528.3623,476.65996,67483.518,39071.92648
vrp-n39-c38-s1,39,38,20,11.73659,2,518.14232,455.01353,57660.22313,29750.02018
vrp-n16-c61-s1,16,61,8,17.25285,2,516.00656,383.87039,57703.49467,14913.27691
vrp-n17-c57-s1,17,57,8,12.81492,3,501.3439,358.17636,59867.99846,49308.97692
vrp-n36-c23-s1,36,23,19,6.67814,2,487.73016,487.99372,58389.35149,74920.28615
vrp-n21-c78-s1,21,78,10,26.18766,3,568.45475,607.33119,68876.23859,58356.10692
vrp-n20-c45-s1,20,45,11,14.40616,2,512.11794,386.98444,57374.95976,18388.56615
vrp-n11-c68-s1,11,68,7,18.14219,2,507.60363,545.24081,52232.31525,57740.05944
vrp-n22-c42-s1,22,42,15,11.17349,2,535.05927,538.27831,57854.83112,37169.96836
vrp-n45-c22-s1,45,22,26,5.87797,2,505.67717,607.37516,55587.93275,70755.8794
vrp-n19-c70-s1,19,70,10,20.18781,2,478.74003,562.96885,45881.97297,56059.75029
vrp-n26-c64-s1,26,64,14,16.7409,2,511.37328,393.18013,54887.34917,31041.41254
vrp-n47-c73-s1,47,73,24,20.03901,2,514.61826,601.88083,63685.73337,37413.17614
vrp-n15-c48-s1,15,48,7,17.05093,3,599.14651,613.45487,72309.7288,92060.68351
vrp-n43-c38-s1,43,38,22,10.45363,2,526.36413,670.40194,64807.67264,57606.72716
vrp-n44-c68-s1,44,68,22,19.99622,2,556.2334,433.90623,67780.13551,20422.045
vrp-n28-c27-s1,28,27,14,7.4698,2,499.57441,554.37541,58269.01006,73177.4419
vrp-n29-c22-s1,29,22,13,5.49596,3,555.97592,572.34013,69629.10627,37267.4515
vrp-n38-c32-s1,38,32,19,9.21666,2,501.38881,440.18269,54873.48837,63910.89078
vrp-n13-c58-s1,13,58,6,15.22903,3,561.06706,431.43422,60541.85718,44711.2187
vrp-n16-c37-s1,16,37,9,13.22706,2,508.21449,415.37145,48554.39566,54234.20084
vrp-n47-c64-s1,47,64,24,21.2208,2,462.53563,494.01092,55328.2963,37854.43431
vrp-n40-c43-s1,40,43,19,11.55794,3,546.36502,607.76262,63009.13842,70770.47443
vrp-n23-c63-s1,23,63,13,15.01891,2,501.88981,490.30758,52704.84453,51451.29939
vrp-n47-c76-s1,47,76,27,19.49135,2,497.74711,539.315,51439.87405,61032.87207
vrp-n38-c23-s1,38,23,21,6.22438,2,477.73928,439.14221,52803.39498,26777.17158
vrp-n19-c66-s1,19,66,10,17.52027,2,476.92781,633.5568,57869.24968,45396.97035
vrp-n44-c69-s1,44,69,22,22.60989,2,593.89905,432.61098,76023.76223,26847.78518
vrp-n45-c56-s1,45,56,24,15.79177,2,510.55426,433.95185,58228.85553,49364.85005
vrp-n19-c68-s1,19,68,10,21.71699,2,583.17597,466.21302,72321.54038,25470.14578
vrp-n17-c36-s1,17,36,10,10.6778,2,528.02422,407.96513,54665.41517,24075.03079
vrp-n20-c75-s1,20,75,12,21.20871,2,515.75019,432.97713,83813.62363,28614.30261
vrp-n39-c51-s1,39,51,18,15.60527,3,547.19261,446.03281,61561.3157,27869.21496
vrp-n20-c41-s1,20,41,9,12.14052,3,494.51584,624.16464,49907.8804,35590.11975
vrp-n16-c70-s1,16,70,11,20.91687,2,557.99621,492.05629,75272.4656,40002.51034
vrp-n29-c32-s1,29,32,15,9.02441,2,500.36926,473.59494,52983.2887,57185.53217
vrp-n28-c54-s1,28,54,12,15.94909,3,562.07416,406.37293,66133.41397,21586.24994
vrp-n31-c44-s1,31,44,17,13.18169,2,528.43104,554.22254,57776.81258,57213.57537
vrp-n35-c23-s1,35,23,19,6.29055,2,463.24196,458.79382,61758.43156,78287.04949
vrp-n15-c64-s1,15,64,5,18.2439,3,544.02783,717.52223,77199.81611,82481.36712
vrp-n31-c65-s1,31,65,17,18.38539,2,456.5969,491.56096,47055.72686,47948.23628
vrp-n23-c36-s1,23,36,13,10.43823,2,527.16782,515.40781,58778.42197,48491.5779
vrp-n46-c77-s1,46,77,25,22.03795,2,562.34456,683.69116,69207.10915,75812.11868
vrp-n31-c68-s1,31,68,14,21.64628,3,544.25761,508.41158,59960.9702,45170.0208
vrp-n23-c29-s1,23,29,9,7.66304,3,563.62249,552.56906,65303.79686,68272.87166
vrp-n38-c43-s1,38,43,20,12.73071,2,540.06348,436.26188,63781.38276,39299.44721
vrp-n23-c53-s1,23,53,13,17.28755,2,472.96494,420.61555,56012.28999,37801.18136
vrp-n40-c31-s1,40,31,21,9.1452,2,492.28656,577.13877,52428.31864,59921.68533
vrp-n22-c39-s1,22,39,11,9.55533,2,533.98763,408.12938,58264.61204,35034.85257
vrp-n39-c24-s1,39,24,21,6.43117,2,553.09319,453.68114,67659.90119,22378.65119
vrp-n26-c26-s1,26,26,13,7.33184,2,508.15641,627.47877,58345.01073,78299.08995
vrp-n28-c50-s1,28,50,13,14.48399,3,533.41965,636.782,62584.82577,71172.32629
vrp-n35-c34-s1,35,34,16,9.65081,3,564.91294,552.69756,68145.37742,45270.22534
vrp-n47-c72-s1,47,72,25,20.21031,2,566.01162,504.08659,67212.02113,41815.92479
vrp-n11-c73-s1,11,73,6,23.16007,2,466.88174,691.57576,59411.85942,71263.06449
vrp-n20-c25-s1,20,25,11,7.8466,2,480.36392,481.72556,53711.7897,78830.02573
vrp-n39-c53-s1,39,53,19,13.0049,3,527.59614,539.97091,63968.66942,77464.83193
vrp-n27-c55-s1,27,55,15,17.17943,2,539.84098,490.19266,61173.19691,56502.59754
vrp-n18-c36-s1,18,36,11,11.1318,2,490.97529,739.63052,50435.18008,72124.80188
vrp-n15-c69-s1,15,69,11,22.44498,2,468.06284,541.34017,47442.76926,55673.76832
vrp-n26-c79-s1,26,79,16,25.57541,2,573.22395,597.48785,77765.67875,34180.84613
vrp-n33-c42-s1,33,42,18,12.66883,2,528.04498,554.05649,66501.31006,42010.78932
vrp-n15-c49-s1,15,49,8,12.84265,2,512.83035,594.27009,59847.35724,62617.85112
vrp-n45-c78-s1,45,78,24,23.06176,2,515.35144,710.41574,60058.25317,71045.27515
vrp-n40-c25-s1,40,25,20,6.89843,2,521.29984,665.2618,59140.92985,71737.73056
vrp-n28-c23-s1,28,23,14,6.49815,2,605.06178,617.96019,78372.46217,66899.21368
vrp-n10-c39-s1,10,39,5,10.16557,2,498.72567,343.33389,41293.90317,19710.92755
vrp-n49-c71-s1,49,71,28,19.9521,2,518.65665,489.1101,62398.61239,50050.66966
vrp-n22-c44-s1,22,44,12,11.68409,2,569.38836,408.37083,77420.54293,40223.13545
vrp-n29-c30-s1,29,30,15,7.91686,2,550.13359,548.03268,63359.94436,79943.65142
vrp-n26-c76-s1,26,76,10,21.44761,3,540.28763,459.91716,63897.84217,54770.47183
vrp-n46-c20-s1,46,20,25,5.61742,2,510.33159,401.74345,54081.84598,21915.00433
vrp-n49-c42-s1,49,42,26,13.00555,2,534.26344,516.55962,62789.96653,44557.1624
vrp-n16-c58-s1,16,58,10,17.79915,2,506.18838,497.58642,55925.1758,58708.52658
vrp-n27-c45-s1,27,45,11,11.35664,3,502.37394,438.34522,56922.98777,53412.81785
vrp-n47-c65-s1,47,65,21,18.59884,3,496.54457,471.06215,56402.99819,54604.75362
vrp-n25-c75-s1,25,75,11,19.49708,3,458.1577,370.81605,49739.6302,47096.40506
vrp-n14-c35-s1,14,35,8,8.89544,2,472.70103,511.09215,47911.17167,34812.02088
vrp-n29-c34-s1,29,34,13,8.90574,3,564.47571,656.11389,69811.24469,71439.80703
vrp-n40-c29-s1,40,29,21,7.66762,2,565.51928,450.93674,69143.85366,37437.75131
vrp-n47-c20-s1,47,20,27,6.03257,2,525.13925,554.8186,61430.02954,66567.1813
vrp-n29-c39-s1,29,39,14,10.75097,3,497.12381,498.16849,56386.72648,52010.764
vrp-n17-c58-s1,17,58,11,14.51532,2,521.80401,387.74795,52126.15807,20244.52354
vrp-n42-c56-s1,42,56,21,12.74864,2,529.27252,554.57314,61144.20562,60827.2166
vrp-n26-c20-s1,26,20,13,5.12184,2,563.901,702.76878,69921.72076,78222.24989
vrp-n13-c75-s1,13,75,7,20.36353,2,564.01802,467.22834,71407.76828,65673.77092
vrp-n16-c76-s1,16,76,9,20.62534,2,596.69988,572.27984,72734.224,97001.05812
vrp-n22-c43-s1,22,43,10,13.73486,3,556.3811,517.35053,67919.2483,59775.20643
vrp-n18-c74-s1,18,74,11,19.46458,2,543.61084,401.7422,57597.93581,26409.25216
vrp-n23-c29-s1,23,29,13,7.49433,2,487.58454,512.97743,81022.58591,30177.93704
vrp-n12-c35-s1,12,35,7,10.67819,2,506.56016,476.42867,47737.52025,68565.37024
vrp-n13-c66-s1,13,66,5,13.71894,3,526.87464,579.99168,52452.07364,58876.10677
vrp-n26-c39-s1,26,39,11,9.73616,3,525.10955,573.8054,67137.08721,43256.28886
vrp-n14-c34-s1,14,34,8,9.49011,2,525.72475,530.63424,65276.94781,91225.19744
vrp-n48-c58-s1,48,58,24,17.05656,2,528.36128,446.17986,60415.13502,25368.20008
vrp-n48-c50-s1,48,50,22,13.85199,3,548.70722,462.80832,64546.35898,46289.40041
vrp-n20-c26-s1,20,26,11,7.81533,2,594.37989,550.63389,72705.15242,90287.55914
vrp-n32-c22-s1,32,22,16,5.7304,2,541.09327,429.33439,59745.33118,24646.15302
vrp-n20-c28-s1,20,28,10,8.96276,2,550.01286,634.2014,66020.27443,68045.36415
vrp-n32-c45-s1,32,45,16,13.63986,2,582.41864,535.31429,67602.13522,55910.12136
vrp-n15-c65-s1,15,65,7,15.87734,3,513.63516,403.15215,53789.18187,35791.02363
vrp-n12-c30-s1,12,30,6,8.14295,2,469.19959,406.48464,44682.32613,56642.45788
vrp-n13-c42-s1,13,42,7,12.66443,2,549.4633,487.17856,59568.36312,78404.09615
vrp-n10-c56-s1,10,56,5,18.54635,2,553.21413,499.47927,51181.85666,55397.34785
vrp-n34-c72-s1,34,72,17,19.89716,2,542.04046,678.74467,67978.22837,74135.51888
vrp-n43-c52-s1,43,52,20,14.1792,3,551.84845,635.46284,66288.89558,94663.60567
vrp-n27-c73-s1,27,73,13,19.31849,3,538.39615,601.72652,62826.75641,57590.37847
vrp-n21-c47-s1,21,47,10,13.04031,3,564.6576,492.59681,62969.3088,40299.73317
vrp-n47-c65-s1,47,65,21,18.38251,3,511.59129,603.88431,62323.18453,98698.07965
vrp-n23-c73-s1,23,73,12,21.96588,2,475.98194,434.74242,47407.74243,42714.47872
vrp-n27-c20-s1,27,20,14,6.0487,2,518.05339,552.92515,73773.6143,81516.26519
vrp-n26-c32-s1,26,32,13,9.37425,2,509.96431,580.05862,54070.1334,61073.68745
vrp-n18-c54-s1,18,54,10,15.5969,2,462.77239,472.04094,50334.88465,47301.42587
vrp-n12-c45-s1,12,45,5,11.41213,3,559.87164,554.65336,70700.8323,49191.68534
vrp-n13-c48-s1,13,48,7,13.95199,2,455.21655,410.4987,46288.74535,12825.62147
vrp-n49-c49-s1,49,49,27,13.40513,2,547.85729,529.26759,62542.37526,50606.19234
vrp-n22-c27-s1,22,27,11,7.77204,2,480.94185,393.40578,48901.66162,42855.40047
vrp-n21-c38-s1,21,38,13,10.52663,2,555.39083,422.21862,66520.8276,37791.44069
vrp-n17-c25-s1,17,25,8,6.96663,3,477.5731,419.63183,50398.58928,53446.51733
vrp-n38-c78-s1,38,78,22,26.33759,2,554.40371,611.02161,69317.53021,78613.9615
vrp-n21-c79-s1,21,79,9,24.38216,3,489.83208,380.88548,63012.61612,26492.92424
vrp-n39-c44-s1,39,44,21,12.61457,2,551.86568,500.08368,67890.46272,62234.28799
vrp-n15-c61-s1,15,61,8,18.07623,2,473.95255,405.60283,40240.5275,30018.25149
vrp-n39-c26-s1,39,26,20,7.32393,2,482.03849,428.03852,51137.78977,29198.50595
vrp-n22-c35-s1,22,35,11,10.72759,2,470.11845,341.48222,44600.34853,27502.302
vrp-n49-c45-s1,49,45,29,13.43073,2,477.54571,351.74429,48233.62944,16164.33611
vrp-n28-c70-s1,28,70,13,15.9765,3,493.04266,637.07271,51642.00818,56070.94093
vrp-n34-c71-s1,34,71,15,20.56706,3,552.38764,432.99798,64767.77004,36058.53448
vrp-n21-c59-s1,21,59,14,17.08051,2,525.44883,514.27271,62725.56349,46491.38839
vrp-n16-c68-s1,16,68,8,20.21031,2,481.09526,704.74083,53999.06161,43355.48609
vrp-n19-c39-s1,19,39,10,11.80794,2,566.87683,457.17502,69343.19727,52021.19506
vrp-n10-c31-s1,10,31,5,9.53289,2,522.16759,715.8149,63119.08518,51125.21033
vrp-n16-c75-s1,16,75,9,22.22642,2,529.14188,514.67909,52513.89665,64823.35995
vrp-n27-c57-s1,27,57,12,14.64595,3,539.17629,554.58222,60790.22765,63016.26419
vrp-n26-c38-s1,26,38,14,10.8261,2,554.82866,462.7236,63026.29701,49017.23104
vrp-n16-c51-s1,16,51,9,14.39411,2,489.59257,425.80151,57148.41366,35607.55794
vrp-n26-c32-s1,26,32,15,8.57789,2,559.41374,568.05019,65867.45412,90489.55602
vrp-n44-c52-s1,44,52,24,15.04338,2,515.69457,545.54136,59508.53734,56632.05823
vrp-n28-c58-s1,28,58,14,18.17807,2,491.5772,641.81529,52194.46924,64372.9448
vrp-n16-c64-s1,16,64,6,18.67015,3,477.04644,439.70641,56546.18877,43511.80116
vrp-n43-c36-s1,43,36,21,10.2046,3,520.53947,654.96344,62023.0017,62967.80837
vrp-n11-c45-s1,11,45,7,14.8455,2,609.33345,643.47973,64789.60909,74711.94201
vrp-n30-c42-s1,30,42,18,12.49191,2,485.21074,489.62538,53498.47444,49027.07466
vrp-n24-c21-s1,24,21,13,5.43559,2,475.63449,381.28287,48428.18205,36835.64937
vrp-n34-c69-s1,34,69,19,18.39485,2,537.55048,430.55853,63835.96833,55144.3449
vrp-n10-c55-s1,10,55,5,15.38165,2,564.26661,474.70201,60862.27699,80237.61673
vrp-n32-c22-s1,32,22,20,5.87379,2,569.70204,565.78394,69119.34,70903.31947
vrp-n28-c37-s1,28,37,18,9.45431,2,535.4679,499.67389,65377.89754,50210.30071
vrp-n26-c26-s1,26,26,14,6.61046,2,516.2646,672.96782,82199.09162,53264.86513
vrp-n48-c54-s1,48,54,24,15.58906,2,550.1231,505.09171,61600.89057,49355.41597
vrp-n25-c66-s1,25,66,11,18.72078,3,519.93312,400.18354,55627.49108,27229.2037
vrp-n21-c43-s1,21,43,12,12.35636,2,442.49733,303.25034,47728.99821,27738.67017
vrp-n22-c32-s1,22,32,11,9.99452,2,459.08921,416.11545,49890.34186,61183.69067
vrp-n48-c62-s1,48,62,27,17.86681,2,508.6443,404.91499,60035.38224,36215.19864
vrp-n15-c61-s1,15,61,9,20.57608,2,538.87037,565.85966,75555.25842,44311.34209
vrp-n16-c35-s1,16,35,8,10.60815,2,643.00194,580.33192,75642.95244,64871.59084
vrp-n14-c54-s1,14,54,8,13.77824,2,458.78308,381.85228,48391.86801,33977.80245
vrp-n43-c30-s1,43,30,26,8.11653,2,555.19202,481.32945,65354.68397,38487.57344
vrp-n15-c69-s1,15,69,8,22.31793,2,504.58871,600.36234,57023.47919,47546.63474
vrp-n19-c54-s1,19,54,11,14.90797,2,580.28506,500.12316,69749.89528,33779.99304
vrp-n47-c58-s1,47,58,25,15.38802,2,553.40819,448.57215,68368.763,25502.29062
vrp-n31-c38-s1,31,38,14,9.93254,3,493.22271,512.19023,50615.89322,70220.18976
vrp-n23-c26-s1,23,26,13,7.66384,2,556.16555,593.89773,71861.29725,73068.79454
vrp-n40-c68-s1,40,68,22,21.50304,2,535.40733,445.29955,63557.69615,57350.22142
vrp-n20-c72-s1,20,72,10,19.69564,2,523.77824,592.42706,53555.00737,61163.28986
vrp-n29-c24-s1,29,24,14,5.59454,3,511.23934,452.85359,58606.23052,49858.45214
vrp-n32-c70-s1,32,70,17,20.74193,2,551.01398,604.27899,62065.18749,53688.75842
vrp-n33-c36-s1,33,36,16,11.84823,3,471.55214,358.73863,53076.92522,38175.61366
vrp-n27-c42-s1,27,42,17,10.41094,2,544.10268,496.84239,65956.82085,50559.85497
vrp-n39-c51-s1,39,51,19,15.42674,3,583.68637,552.69584,70934.0248,54307.73564
vrp-n10-c79-s1,10,79,7,29.34689,2,367.74128,557.25408,27116.54621,39296.06694
vrp-n21-c29-s1,21,29,12,7.93257,2,474.3997,596.59891,48543.04369,62268.22525
vrp-n30-c70-s1,30,70,16,23.10686,2,538.55902,610.26441,60687.5737,74374.07024
vrp-n23-c61-s1,23,61,16,16.15807,2,604.32571,616.627,68838.90324,67284.61246
vrp-n36-c46-s1,36,46,19,13.28389,2,523.89505,595.11002,59875.53289,83859.19675
vrp-n25-c25-s1,25,25,11,5.88059,3,505.06198,588.34888,55161.58557,61041.24695
vrp-n28-c43-s1,28,43,16,12.36369,2,532.08215,446.39814,62036.44027,53215.64267
vrp-n10-c26-s1,10,26,5,7.27727,2,491.58136,581.251,98023.6378,21407.79297
vrp-n43-c65-s1,43,65,22,19.27502,2,550.95215,478.15497,68420.4446,38380.02106
vrp-n20-c60-s1,20,60,11,16.44009,2,595.24056,623.20475,71351.74447,73273.72598
vrp-n20-c64-s1,20,64,11,19.5389,2,540.28924,532.21462,60243.10396,71181.74384
vrp-n40-c42-s1,40,42,19,11.02191,3,541.11259,548.09465,66086.76819,40357.23551
vrp-n35-c36-s1,35,36,18,9.58474,2,517.73077,603.93247,59273.13744,46105.39557
vrp-n49-c25-s1,49,25,29,6.83532,2,505.13471,502.11784,60164.04557,68262.74251
vrp-n21-c38-s1,21,38,11,10.91098,2,462.00248,332.82102,48162.62135,17981.49923
vrp-n22-c24-s1,22,24,13,7.00203,2,530.41167,513.85504,55893.43251,65505.94681
vrp-n18-c69-s1,18,69,10,18.68117,2,479.8005,781.03939,51481.69267,48700.4809
vrp-n18-c65-s1,18,65,8,19.61542,3,534.35699,517.75453,62639.45334,53761.34354
vrp-n36-c58-s1,36,58,16,16.97913,3,544.45573,426.61179,65561.63477,30535.60859
vrp-n31-c73-s1,31,73,16,20.97832,2,532.81684,475.53792,66929.29408,57906.84292
vrp-n47-c46-s1,47,46,20,12.77528,3,549.86123,445.07388,65006.29092,48716.38454
vrp-n34-c55-s1,34,55,16,16.77987,3,557.22661,481.09611,65966.37997,34631.39562
vrp-n16-c69-s1,16,69,10,21.72142,2,524.71582,530.04268,62595.88184,36060.90112
vrp-n20-c28-s1,20,28,11,8.98096,2,505.48313,367.72313,57592.28535,16565.26944
vrp-n45-c78-s1,45,78,24,23.50992,2,511.62978,409.9216,61584.38751,16691.50818
vrp-n30-c42-s1,30,42,17,12.35488,2,512.60031,447.42888,62564.1757,53470.82309
vrp-n33-c27-s1,33,27,16,8.43482,3,583.17181,620.80154,68725.48085,70210.61158
vrp-n17-c20-s1,17,20,8,5.8784,3,579.02478,527.25929,69077.36644,45788.98163
vrp-n25-c48-s1,25,48,12,12.96793,3,522.68224,478.3157,61367.19532,41858.60245
vrp-n44-c43-s1,44,43,20,12.33175,3,478.36407,575.68659,50063.54,53644.76211
vrp-n44-c55-s1,44,55,21,15.6739,3,515.64807,633.80274,60253.88153,66353.05662
vrp-n26-c20-s1,26,20,13,5.55778,2,533.63183,682.89198,56032.34573,67353.4325
vrp-n22-c64-s1,22,64,12,15.35651,2,462.52719,412.88191,47257.23822,24647.87434
vrp-n36-c43-s1,36,43,18,10.91209,2,497.60011,658.48568,60333.78238,84613.19319
vrp-n49-c73-s1,49,73,25,19.59371,2,524.67179,602.25534,65632.50841,87014.90918
vrp-n16-c49-s1,16,49,7,14.88572,3,630.41538,553.83263,75967.44774,85735.16478
vrp-n36-c73-s1,36,73,17,19.97654,3,521.2951,483.41455,63924.04251,40807.70025
vrp-n30-c56-s1,30,56,14,16.3487,3,530.5814,695.94023,62244.92575,78470.06991
vrp-n40-c26-s1,40,26,21,7.14389,2,526.09939,548.10621,63030.91368,68656.30252
vrp-n26-c24-s1,26,24,13,6.81461,2,566.97783,559.39292,73648.06782,92000.17745
vrp-n48-c53-s1,48,53,24,17.15714,2,489.45716,356.15516,54735.0969,21122.50462
vrp-n15-c78-s1,15,78,6,23.7671,3,502.56873,363.5964,48940.2572,42235.43468
vrp-n45-c27-s1,45,27,20,6.79086,3,498.62993,403.26144,56777.88183,30666.41684
vrp-n22-c20-s1,22,20,11,5.87423,2,564.24845,640.95025,72564.25754,61941.42392
vrp-n11-c62-s1,11,62,7,19.28784,2,522.55477,752.61975,53867.2916,57403.67119
vrp-n20-c26-s1,20,26,10,8.1151,2,524.50317,590.42293,66684.06176,79169.75415
vrp-n49-c57-s1,49,57,23,17.19099,3,508.0003,621.99064,63946.0638,67987.06633
vrp-n34-c22-s1,34,22,20,6.2211,2,542.32542,590.78747,68601.53312,83577.47164
vrp-n47-c69-s1,47,69,22,20.99991,3,493.61858,416.20835,52402.27719,29492.6255
vrp-n28-c38-s1,28,38,14,11.60559,2,474.93839,494.3468,64788.23192,60829.6387
vrp-n40-c79-s1,40,79,20,22.68636,2,501.42196,404.61261,55712.53794,29370.30906
vrp-n14-c76-s1,14,76,7,22.68529,2,540.14747,648.45737,55171.66816,83524.99448
vrp-n24-c39-s1,24,39,11,10.6248,3,489.22735,639.69424,50817.74772,68614.90104
vrp-n30-c60-s1,30,60,16,20.63104,2,459.28401,656.17993,48169.98371,55696.42053
vrp-n22-c52-s1,22,52,14,15.01543,2,516.31289,517.77677,51814.06451,65939.07449
vrp-n16-c78-s1,16,78,8,23.78712,2,487.09276,547.8065,48816.55675,47729.01001
vrp-n48-c26-s1,48,26,24,6.64191,2,516.33655,390.89552,58091.38442,30331.25017
vrp-n38-c77-s1,38,77,19,23.95566,2,480.18566,561.68376,50008.55247,64425.32397
vrp-n18-c66-s1,18,66,10,18.24943,2,553.94137,566.71687,58917.90774,55191.52121
vrp-n36-c73-s1,36,73,22,20.84774,2,542.37172,479.08406,65976.82433,34656.30942
vrp-n43-c22-s1,43,22,26,6.74996,2,508.45932,581.19399,56839.09233,51039.03408
vrp-n42-c30-s1,42,30,20,7.87215,3,527.48403,500.81347,59314.40584,49968.78928
vrp-n15-c31-s1,15,31,7,8.35071,3,517.51041,646.71282,55163.46046,73571.47451
vrp-n14-c78-s1,14,78,4,15.12026,4,484.72427,513.33037,57104.37486,79221.93537
vrp-n22-c31-s1,22,31,12,7.95426,2,506.96525,561.44029,55492.69525,87556.84724
vrp-n22-c49-s1,22,49,12,14.20921,2,509.90305,505.18757,58189.59538,75634.67524
vrp-n11-c69-s1,11,69,6,22.20673,2,520.01334,642.18992,50152.03793,62443.40002
vrp-n13-c37-s1,13,37,7,12.17831,2,448.84396,654.23014,41079.88419,54611.56698
vrp-n24-c55-s1,24,55,11,16.69012,3,488.89437,369.53222,54044.07194,28158.95649
vrp-n13-c33-s1,13,33,8,9.85404,2,516.01639,556.67547,59215.37133,52464.29816
vrp-n40-c46-s1,40,46,22,12.86552,2,526.69232,575.67701,58894.30928,60083.51501
vrp-n40-c24-s1,40,24,20,6.0476,2,550.70201,601.37378,68643.50734,77938.25838
vrp-n17-c28-s1,17,28,11,7.67793,2,450.50798,581.18184,59362.67591,57541.14644
vrp-n13-c45-s1,13,45,7,13.87793,2,530.25385,395.66556,71040.17977,61693.28182
vrp-n29-c69-s1,29,69,16,20.9713,2,563.06295,482.3763,69221.84331,42324.11311
vrp-n49-c39-s1,49,39,24,10.05497,3,570.57222,637.48645,71844.59932,69909.73374
vrp-n42-c72-s1,42,72,23,21.67734,2,567.94831,615.0154,73594.57728,79476.82365
vrp-n48-c48-s1,48,48,26,14.38099,2,503.29739,475.92607,55171.84184,58209.12559
vrp-n26-c22-s1,26,22,13,6.93434,2,518.67916,711.58636,60132.20118,81194.0494
vrp-n48-c39-s1,48,39,21,12.17569,3,495.56811,592.38179,60302.55209,72788.26556
vrp-n14-c27-s1,14,27,9,8.39047,2,554.01592,434.73787,56480.62308,29426.65498
vrp-n18-c49-s1,18,49,8,12.43599,3,517.10797,409.58822,68182.68751,19094.23853
vrp-n38-c74-s1,38,74,19,17.76188,2,497.67251,505.63151,57940.46256,57130.33324
vrp-n42-c65-s1,42,65,23,16.71826,2,491.81927,627.52989,55712.64452,41940.46505
vrp-n44-c62-s1,44,62,24,18.86608,2,510.92201,394.85496,58675.30895,29074.42276
vrp-n10-c77-s1,10,77,6,26.24865,2,521.08814,388.16226,49050.60147,32199.72203
vrp-n38-c38-s1,38,38,21,11.21343,2,501.9034,401.90132,58614.84578,26825.12775
vrp-n19-c21-s1,19,21,9,5.96992,3,567.3332,408.73867,70235.60307,26768.33751
vrp-n34-c52-s1,34,52,17,14.16826,2,535.56109,507.5564,65446.0263,61088.84588
vrp-n31-c44-s1,31,44,16,11.50811,2,487.60712,549.23955,50619.46115,57409.34954
vrp-n10-c77-s1,10,77,5,20.32626,2,505.68778,498.78764,46556.67296,37443.37814
vrp-n48-c45-s1,48,45,24,13.89725,2,482.50135,534.60171,51721.76323,50478.03105
vrp-n24-c64-s1,24,64,11,18.19336,3,513.7363,498.43861,58255.47533,70486.48816
vrp-n32-c61-s1,32,61,17,17.66758,2,517.43419,515.33043,63105.59645,43860.96489
vrp-n28-c66-s1,28,66,16,20.54142,2,569.74724,440.0702,69225.94345,26295.62972
vrp-n17-c69-s1,17,69,10,20.78587,2,488.64427,444.83122,56098.88793,30283.74861
vrp-n37-c32-s1,37,32,18,9.40932,3,495.91211,571.44288,56629.52381,71397.49155
vrp-n34-c72-s1,34,72,16,20.47784,3,527.49586,408.7049,61294.61676,35265.52523
vrp-n42-c77-s1,42,77,22,23.16788,2,494.11586,427.49235,55016.5315,26950.01198
vrp-n10-c51-s1,10,51,8,15.34937,2,660.75464,713.85195,73363.87239,59938.72471
vrp-n46-c53-s1,46,53,24,14.22426,2,518.38695,476.55819,62677.95715,65390.74971
vrp-n15-c71-s1,15,71,6,16.97977,3,445.85069,357.89632,47006.44748,42911.41255
vrp-n38-c53-s1,38,53,19,17.06468,2,518.32237,700.75734,59360.78142,83457.07143
vrp-n15-c47-s1,15,47,9,14.56116,2,495.72181,504.95118,54405.39446,63202.26535
vrp-n27-c53-s1,27,53,14,14.39578,2,556.35543,466.82185,64104.67667,34117.47237
vrp-n10-c34-s1,10,34,5,9.89281,2,651.83013,661.69634,82624.13262,45732.9843
vrp-n40-c50-s1,40,50,20,12.45637,2,509.5108,364.03052,57295.48215,25237.20943
vrp-n19-c43-s1,19,43,9,12.69439,3,443.45142,516.76286,42270.44492,32394.20025
vrp-n35-c27-s1,35,27,16,6.71763,3,538.94197,528.3759,62028.72636,65033.84306
vrp-n31-c34-s1,31,34,18,9.62211,2,532.83277,467.42417,58557.59455,45551.18997
vrp-n12-c52-s1,12,52,5,13.61647,3,488.34087,383.31959,56358.1307,65165.87217
